unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,status,borough,incident_zip,location_type,latitude,longitude,hours_to_close,hour,day_of_week,month,season
59899933,2024-01-02 00:18:00,2024-01-03 13:43:00,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Closed,MANHATTAN,10033,Street,40.8444311449586,-73.93549589988208,37.416666666666664,0,Tuesday,1,Winter
59938173,2024-01-05 00:23:53,2024-01-06 16:07:52,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,Closed,QUEENS,11422,RESIDENTIAL BUILDING,40.659147088976894,-73.72986152941064,39.73305555555555,0,Friday,1,Winter
59903473,2024-01-02 10:17:00,2024-01-03 05:37:00,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",Closed,MANHATTAN,10036,Unspecified,40.75666417742652,-73.99019293432467,19.333333333333332,10,Tuesday,1,Winter
59935582,2024-01-05 19:40:43,2024-01-07 19:18:38,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,Closed,BROOKLYN,11213,RESIDENTIAL BUILDING,40.67502851642298,-73.94659762574597,47.63194444444444,19,Friday,1,Winter
59941777,2024-01-05 18:55:23,2024-01-05 19:32:00,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Closed,MANHATTAN,10002,Street/Sidewalk,40.71751863530536,-73.99172462450599,0.6102777777777778,18,Friday,1,Winter
59908874,2024-01-02 22:35:04,2024-01-02 22:49:38,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Closed,MANHATTAN,10004,Club/Bar/Restaurant,40.70444792543079,-74.01016365988858,0.2427777777777778,22,Tuesday,1,Winter
59945679,2024-01-06 13:42:59,2024-01-08 09:59:02,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,Closed,BRONX,10453,RESIDENTIAL BUILDING,40.84725144597574,-73.91643062569287,44.2675,13,Saturday,1,Winter
59912100,2024-01-03 11:44:58,2024-01-03 11:54:29,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,QUEENS,11412,Street/Sidewalk,40.70277339964719,-73.75989016802319,0.15861111111111112,11,Wednesday,1,Winter
59898966,2024-01-01 22:13:51,2024-01-02 12:44:17,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,BROOKLYN,11214,Street/Sidewalk,40.5993808445779,-73.99771695512037,14.507222222222222,22,Monday,1,Winter
59921518,2024-01-03 09:21:33,2024-01-04 12:25:26,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Closed,BRONX,10472,Street,40.83554666365087,-73.87797279135413,27.064722222222223,9,Wednesday,1,Winter
59948625,2024-01-06 13:16:50,2024-01-09 19:23:49,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,Closed,MANHATTAN,10031,RESIDENTIAL BUILDING,40.82416166479311,-73.95297805704422,78.11638888888889,13,Saturday,1,Winter
59923802,2024-01-03 23:30:15,2024-01-17 00:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,Closed,BROOKLYN,11225,Unspecified,40.65671271138298,-73.96043045442053,312.49583333333334,23,Wednesday,1,Winter
59911869,2024-01-03 14:55:29,2024-01-06 10:54:44,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,Closed,BROOKLYN,11226,RESIDENTIAL BUILDING,40.64591782808841,-73.96145305153163,67.9875,14,Wednesday,1,Winter
